full_name,place_id,google_name,address,phone,lat,lon,cuisine_keyword,image_url,grid_id,rating,review_count,price_level,opening_hour,wheelchair_friendly,inspection_date,inspection_grade,cuisine_type,amenities
"Buunni Coffee, 4211 Broadway",,,,(+1) 646-791-8454,40.848609124306,-73.937446639149,,,M-1031,,,,,1.0,2024-05-07,A,Coffee/Tea,
"Teddys F&B, 2171 2 Avenue",,,,(+1) 917-561-5148,40.794160210061,-73.939859971808,"[{'alias': 'tradamerican', 'title': 'American'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",https://s3-media4.fl.yelpcdn.com/bphoto/MjqYYaXK8S4a8ly791Bvnw/o.jpg,M-0759,0.0,0.0,,"{'Monday': ['12:00–02:00'], 'Tuesday': ['12:00–02:00'], 'Wednesday': ['12:00–02:00'], 'Thursday': ['12:00–02:00'], 'Friday': ['12:00–02:00'], 'Saturday': ['17:00–02:00'], 'Sunday': ['12:00–02:00']}",0.0,2024-05-23,A,American,
"Jet'S Pizza, 112 9 Avenue",,,,(+1) 332-209-5387,40.743019128325,-74.003839759623,"[{'alias': 'pizza', 'title': 'Pizza'}]",https://s3-media2.fl.yelpcdn.com/bphoto/SfLVEBgrKxQxACHoi5qK8g/o.jpg,M-0283,3.4,92.0,,"{'Monday': ['11:00–02:00'], 'Tuesday': ['11:00–02:00'], 'Wednesday': ['11:00–02:00'], 'Thursday': ['11:00–02:00'], 'Friday': ['11:00–02:00'], 'Saturday': ['11:00–02:00'], 'Sunday': ['11:00–02:00']}",0.0,2024-05-14,B,Pizza,
"Best Subs, 1928 3 Avenue",,,,(+1) 212-987-9756,40.791763655237,-73.944542584106,,,M-0735,,,,,0.0,2024-09-17,A,Sandwiches,
"Don Giovanni Ristorante, 358 West 44 Street",ChIJxT_asVNYwokRsv5jcNziPiA,Don Giovanni Ristorante,"358 W 44th St, New York, NY 10036, USA",(+1) 212-581-4939,40.759193669729,-73.990452406045,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",https://s3-media3.fl.yelpcdn.com/bphoto/Ifd-s-U4jOQ3fAIDr-FI5Q/o.jpg,M-0410,4.4,1612.0,$$,"{'Monday': ['17:00 - 22:30'], 'Tuesday': ['17:00 - 22:30'], 'Wednesday': ['17:00 - 22:30'], 'Thursday': ['17:00 - 22:30'], 'Friday': ['17:00 - 23:00'], 'Saturday': ['17:00 - 23:00'], 'Sunday': ['17:00 - 22:30']}",1.0,2024-09-26,A,Italian,"['delivery', 'dine_in', 'reservable', 'wheelchair_accessible_entrance', 'serves_beer', 'serves_dinner', 'serves_lunch', 'serves_vegetarian_food', 'serves_wine', 'takeout']"
"Weil Catering Kitchen, 767 5 Avenue",,,,(+1) 212-735-4778,40.764013475174,-73.973188985807,,,M-0477,,,,,0.0,2023-10-24,A,Other,
"Peaky Barista, 2680 Broadway",,,,(+1) 347-839-7474,40.79860451602,-73.968891379501,,,M-0794,,,,,0.0,2024-09-05,B,Coffee/Tea,
"Jewish Theological Seminary Cafe, 3080 Broadway",,,,(+1) 212-678-8822,40.811914140091,-73.961031457195,,,M-0893,,,,,0.0,2025-05-08,A,Jewish/Kosher,
"Artichoke Basille'S Pizza, 1410 Broadway",ChIJUdr25A9ZwokR2RUc0r2dJMo,Artichoke Basille's Pizza,"1410 Broadway, New York, NY 10018, USA",(+1) 212-600-8635,40.753489733029,-73.987110953723,"[{'alias': 'pizza', 'title': 'Pizza'}]",https://s3-media4.fl.yelpcdn.com/bphoto/4U6USxEg-vm_AFoC-jZS4g/o.jpg,M-0372,4.1,1726.0,$,"{'Monday': ['10:30–04:00'], 'Tuesday': ['10:30–04:00'], 'Wednesday': ['10:30–04:00'], 'Thursday': ['10:30–04:00'], 'Friday': ['10:30–04:00'], 'Saturday': ['10:30–04:00'], 'Sunday': ['10:30–04:00']}",1.0,2024-05-13,A,Pizza,
"Sweetgreen, 230 Park Avenue",,,,(+1) 201-632-1090,40.75450075314,-73.975950427165,,,M-0376,,,,,0.0,2024-09-16,A,Salads,
"Sweetgreen, 606 1 Avenue",,,,(+1) 917-512-4728,40.744072814683,-73.973280045069,,,M-0309,,,,,0.0,2024-11-01,A,Salads,
"Land, Thai Kitchen, 450 Amsterdam Avenue",,,,(+1) 212-501-8121,40.784852500266,-73.977091354051,"[{'alias': 'thai', 'title': 'Thai'}]",https://s3-media4.fl.yelpcdn.com/bphoto/BJqIaPdR3hPxJMMK59HHYw/o.jpg,M-0655,3.8,1160.0,$$,"{'Monday': ['16:00–21:30'], 'Tuesday': ['16:00–21:30'], 'Wednesday': ['16:00–21:30'], 'Thursday': ['16:00–21:30'], 'Friday': ['12:00–22:00'], 'Saturday': ['12:00–22:00'], 'Sunday': ['12:00–21:00']}",0.0,2024-05-23,A,Thai,
"New Cameron Bakery, 242 Canal Street",,,,(+1) 212-660-9889,40.71812417148,-74.000129867965,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}]",https://s3-media1.fl.yelpcdn.com/bphoto/-YTnhi_wAYKk0DeJU_SmGQ/o.jpg,M-0124,4.0,49.0,,"{'Monday': ['07:00–20:00'], 'Tuesday': ['07:00–20:00'], 'Wednesday': ['07:00–20:00'], 'Thursday': ['07:00–20:00'], 'Friday': ['07:00–20:00'], 'Saturday': ['07:00–20:00'], 'Sunday': ['07:00–20:00']}",0.0,2025-05-15,Z,Bakery Products/Desserts,
"Tacovision, 244 East 53 Street",ChIJXw4mmeNYwokR2_zRI_QWqTg,TacoVision,"244 E 53rd St, New York, NY 10022, USA",(+1) 646-921-1990,40.757251904812,-73.968358502429,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",https://s3-media3.fl.yelpcdn.com/bphoto/4lkgBS2qgG8o1vpTYDi4UA/o.jpg,M-0417,4.3,719.0,$$,"{'Monday': ['12:00–23:30'], 'Tuesday': ['17:00–22:30'], 'Wednesday': ['17:00–22:30'], 'Thursday': ['17:00–22:30'], 'Friday': ['17:00–22:30'], 'Saturday': ['11:00–22:30'], 'Sunday': ['12:00–21:00']}",0.0,2023-01-31,A,Tex-Mex,
"Lb, 20 7 Avenue South",,,,(+1) 212-929-4360,40.730140659856,-74.004795160255,,,M-0196,,,,,0.0,2023-01-26,A,Other,
"Il Fiorista, 17 West 26 Street",,,,(+1) 646-490-8240,40.744012317916,-73.989519897709,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'italian', 'title': 'Italian'}]",https://s3-media2.fl.yelpcdn.com/bphoto/ISFeCyO3jm5j2qj7NZV0yw/o.jpg,M-0303,3.9,149.0,,"{'Monday': ['16:00–22:00'], 'Tuesday': ['16:00–22:00'], 'Wednesday': ['16:00–22:00'], 'Thursday': ['16:00–22:00'], 'Friday': ['16:00–22:30'], 'Saturday': ['11:00–22:30'], 'Sunday': ['11:00–20:30']}",0.0,2025-04-29,Z,Mediterranean,
"Sapphire Gentlemans Club Times Square, 1674 Broadway",,,,(+1) 410-444-4233,40.762854331448,-73.983109392411,,,M-0453,,,,,0.0,2024-03-21,A,American,
"Hudson Crab & 'Cue, 348 Dyckman Street",,,,(+1) 646-663-5886,40.869084223251,-73.931584388507,,,M-1100,,,,,0.0,2024-10-03,N,American,
"Caffe Panna, 77 Irving Place",,,,(+1) 917-363-0207,40.736900338471,-73.986648683307,,,M-0246,,,,,1.0,2024-10-30,A,Coffee/Tea,
"Havana Tacos, 210-220 Nagle Ave",,,,(+1) 646-772-0271,40.862258089071,-73.922921964749,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",https://s3-media4.fl.yelpcdn.com/bphoto/nCIVixqrKYWilpygUQjUKA/o.jpg,M-1080,2.8,34.0,$$,"{'Monday': [], 'Tuesday': ['15:00–02:00'], 'Wednesday': ['15:00–02:00'], 'Thursday': ['15:00–02:00'], 'Friday': ['16:00–04:00'], 'Saturday': ['16:00–04:00'], 'Sunday': ['13:00–01:00']}",0.0,2023-12-06,,Tex-Mex,
"Convene, 530 5 Avenue",,,,(+1) 727-688-7814,40.754872051544,-73.97987736481,,,M-0375,,,,,0.0,2025-04-11,A,American,
"Douzo, 63 Delancey Street",,,,(+1) 212-925-6200,40.719336993754,-73.990847748697,,,M-0142,,,,,0.0,2024-12-17,A,Japanese,
"Dunkin Donuts, 900 2 Avenue",,,,(+1) 646-974-8112,40.753519337931,-73.96949001439,,,M-0378,,,,,1.0,2025-02-25,A,Donuts,
"Citigroup 388 Edr, 388 Greenwich Street",,,,(+1) 347-266-6551,40.720651658088,-74.010097618713,,,M-0135,,,,,0.0,2023-11-14,A,American,
"Dill & Parsley, 80 Pine Street",,,,(+1) 917-340-3430,40.705885020791,-74.007181096187,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}]",,M-0054,0.0,0.0,,,0.0,2025-03-27,,Mediterranean,
"Do , Cookie Dough Confection, 42 West 42 Street",,,,(+1) 646-892-3600,40.754068239421,-73.982321170752,,,M-0374,,,,,0.0,2019-12-11,A,Frozen Desserts,
"Aaron'S Chinese And Thai, 338 9 Avenue",,,,(+1) 212-560-9898,40.750484933161,-73.998404732434,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'thai', 'title': 'Thai'}]",https://s3-media3.fl.yelpcdn.com/bphoto/Hm1BMW19iNWu6pqgQgXb9g/o.jpg,M-0349,2.1,75.0,$$,"{'Monday': ['11:00–22:00'], 'Tuesday': ['11:00–22:00'], 'Wednesday': ['11:00–22:00'], 'Thursday': ['11:00–22:00'], 'Friday': ['11:00–22:00'], 'Saturday': ['12:00–22:00'], 'Sunday': ['12:00–22:00']}",0.0,2025-04-08,,Chinese,
"Baodega, 7 West 20 Street",,,,(+1) 212-462-0007,40.739936513657,-73.991563025322,"[{'alias': 'dimsum', 'title': 'Dim Sum'}, {'alias': 'noodles', 'title': 'Noodles'}]",https://s3-media3.fl.yelpcdn.com/bphoto/TYwr8vX5t_Qu8TAWkITCpA/o.jpg,M-0274,4.1,372.0,$$,"{'Monday': ['11:30–21:00'], 'Tuesday': ['11:30–21:00'], 'Wednesday': ['11:30–21:00'], 'Thursday': ['11:30–21:00'], 'Friday': ['11:30–21:00'], 'Saturday': ['12:00–21:00'], 'Sunday': ['12:00–21:00']}",0.0,2024-05-14,A,Chinese,
"Modern Teashop, 300 West 49 Street",,,,(+1) 646-850-1333,40.761798097799,-73.986925239019,,,M-0452,,,,,0.0,2024-10-13,A,Coffee/Tea,
"Dig Inn, 127 4 Avenue",,,,(+1) 646-905-5999,40.733206220277,-73.9899257293,"[{'alias': 'newamerican', 'title': 'New American'}]",https://s3-media2.fl.yelpcdn.com/bphoto/YG7lmVbp2fxrAGFeq7Lrkw/o.jpg,M-0231,4.2,81.0,,"{'Monday': ['11:00–22:00'], 'Tuesday': ['11:00–22:00'], 'Wednesday': ['11:00–22:00'], 'Thursday': ['11:00–22:00'], 'Friday': ['11:00–22:00'], 'Saturday': ['11:00–22:00'], 'Sunday': ['11:00–22:00']}",1.0,2024-04-17,,American,
"Twenty-Sevens, 870 7Th Ave @56Th Street",,,,(+1) 212-247-8000,40.764514542242,-73.980773321808,,,M-0474,,,,,0.0,2025-02-12,B,American,
"Qanoon, 180 9 Avenue",,,,(+1) 646-485-5181,40.745289090113,-74.002187005563,"[{'alias': 'mideastern', 'title': 'Middle Eastern'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",https://s3-media3.fl.yelpcdn.com/bphoto/c395jh4eJtQxJ8c0xLjmoA/o.jpg,M-0299,4.2,199.0,$$,"{'Monday': [], 'Tuesday': ['17:00–22:00'], 'Wednesday': ['17:00–22:00'], 'Thursday': ['17:00–22:00'], 'Friday': ['17:00–22:00'], 'Saturday': ['10:00–15:00', '17:00–22:00'], 'Sunday': ['10:00–15:00', '17:00–22:00']}",0.0,2023-05-25,A,Middle Eastern,
"Joomak Banjum, 312 5 Avenue",ChIJ4Vd8bx9ZwokRSKtSoaeBWbw,Joomak,"401 West St, New York, NY 10014, USA",(+1) 212-268-7888,40.74691311625,-73.985679454661,"[{'alias': 'korean', 'title': 'Korean'}]",https://s3-media2.fl.yelpcdn.com/bphoto/ahQPDNP2vW9fsj-VbvU-kg/o.jpg,M-0320,5.0,48.0,,"{'Monday': ['11:00–14:00', '17:00–22:00'], 'Tuesday': ['11:00–14:00', '17:00–22:00'], 'Wednesday': ['11:00–14:00', '17:00–22:00'], 'Thursday': ['11:00–14:00', '17:00–22:00'], 'Friday': ['11:00–14:00', '17:00–23:00'], 'Saturday': ['11:00–14:00', '17:00–23:00'], 'Sunday': ['11:00–14:00', '17:00–22:00']}",0.0,2023-11-08,A,Asian/Asian Fusion,
"King Jamaican And American, 2515 7 Avenue",,,,(+1) 347-641-8572,40.822095639807,-73.938725405175,,,M-0944,,,,,0.0,2024-12-18,A,Caribbean,
"Takahachi, 85 Avenue A",,,,(+1) 347-922-5061,40.725166154671,-73.984190505773,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",https://s3-media1.fl.yelpcdn.com/bphoto/LTulrxSQ7mcOHeRBVJQgOQ/o.jpg,M-0173,3.8,637.0,$$,"{'Monday': ['16:30–22:30'], 'Tuesday': ['16:30–22:30'], 'Wednesday': ['16:30–22:30'], 'Thursday': ['16:30–22:30'], 'Friday': ['16:30–23:00'], 'Saturday': ['16:30–23:00'], 'Sunday': ['16:30–22:30']}",0.0,2024-10-05,,Japanese,
"Cava, 63 Wall St",,,,(+1) 212-206-2528,40.705835523582,-74.008515597925,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'salad', 'title': 'Salad'}]",https://s3-media2.fl.yelpcdn.com/bphoto/pUD_gvWJa9qSjn269s-XrA/o.jpg,M-0054,3.6,142.0,,"{'Monday': ['10:45–22:00'], 'Tuesday': ['10:45–22:00'], 'Wednesday': ['10:45–22:00'], 'Thursday': ['10:45–22:00'], 'Friday': ['10:45–22:00'], 'Saturday': ['10:45–22:00'], 'Sunday': ['10:45–22:00']}",0.0,2024-10-23,A,Mediterranean,
"Daily Provisions, 375 Amsterdam Avenue",,,,(+1) 646-747-8612,40.782363352575,-73.978879627755,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",https://s3-media1.fl.yelpcdn.com/bphoto/_x4CCXOlZWwFIR3Xpggxtg/o.jpg,M-0631,4.0,258.0,$$,"{'Monday': ['07:00–21:00'], 'Tuesday': ['07:00–21:00'], 'Wednesday': ['07:00–21:00'], 'Thursday': ['07:00–21:00'], 'Friday': ['07:00–21:00'], 'Saturday': ['07:00–21:00'], 'Sunday': ['07:00–21:00']}",0.0,2024-12-23,A,American,
"Tiger Sugar, 197 Canal Street",,,,(+1) 347-207-7951,40.717007038629,-73.998318959625,"[{'alias': 'bubbletea', 'title': 'Bubble Tea'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'waffles', 'title': 'Waffles'}]",https://s3-media1.fl.yelpcdn.com/bphoto/B8MvuoHX90WhUtZmi3uNBA/o.jpg,M-0124,4.2,568.0,$$,"{'Monday': ['11:30–20:30'], 'Tuesday': ['11:30–20:30'], 'Wednesday': ['11:30–20:30'], 'Thursday': ['11:30–20:30'], 'Friday': ['11:00–21:00'], 'Saturday': ['11:00–21:00'], 'Sunday': ['11:00–21:00']}",0.0,2025-03-31,A,Coffee/Tea,
"Double Twister Ice Cream And Coffee Shop, 1443 York Avenue",,,,(+1) 203-912-2204,40.769808816737,-73.951597323181,,,M-0525,,,,,0.0,2024-03-05,B,Frozen Desserts,
"Le Soleil, 858 10 Avenue",,,,(+1) 347-353-2641,40.768687641758,-73.988851724264,,,M-0513,,,,,0.0,2023-10-02,A,Caribbean,
"Playa Bowls, 108 Macdougal Street",,,,(+1) 212-674-2695,40.729487502357,-74.00090201525,,,M-0197,,,,,0.0,2025-05-14,A,"Juice, Smoothies, Fruit Salads",
"Playa Bowls, 550 West 54 Street",,,,(+1) 646-979-3050,40.767949551903,-73.991815783714,,,M-0492,,,,,0.0,2025-01-30,,"Juice, Smoothies, Fruit Salads",
"Bagel Market, 425 Lexington Avenue",,,,(+1) 212-681-6300,40.75241734621,-73.975319553347,,,M-0357,,,,,0.0,2025-02-25,,American,
"Rays, 177 Chrystie Street",,,,(+1) 646-236-6021,40.721063561976,-73.99234105841,,,M-0141,,,,,0.0,2024-05-21,A,American,
"Flippers, 337 West Broadway",,,,(+1) 617-717-4928,40.722556914422,-74.00360407666,"[{'alias': 'pancakes', 'title': 'Pancakes'}]",https://s3-media3.fl.yelpcdn.com/bphoto/Wtwjg00uPxSxVvI0TIpgYA/o.jpg,M-0153,3.8,1239.0,$$,"{'Monday': ['09:00–17:00'], 'Tuesday': ['09:00–17:00'], 'Wednesday': ['09:00–17:00'], 'Thursday': ['09:00–17:00'], 'Friday': ['09:00–17:00'], 'Saturday': ['08:00–18:00'], 'Sunday': ['08:00–18:00']}",0.0,2024-11-18,B,American,
"Charm Thai Corp, 1346 Amsterdam Avenue",,,,(+1) 646-726-4548,40.813740326138,-73.956008804958,"[{'alias': 'thai', 'title': 'Thai'}]",https://s3-media1.fl.yelpcdn.com/bphoto/dD-eFxlGGqQZtGjBYbrtNA/o.jpg,M-0907,4.2,122.0,,"{'Monday': ['11:30–22:00'], 'Tuesday': ['11:30–22:00'], 'Wednesday': ['11:30–22:00'], 'Thursday': ['11:30–22:00'], 'Friday': ['11:30–22:00'], 'Saturday': ['11:30–22:00'], 'Sunday': ['11:30–22:00']}",0.0,2024-07-29,,Thai,
"Prince Tea House, 134 Bowery",,,,(+1) 646-892-3160,40.718892581273,-73.994639276948,,,M-0126,,,,,0.0,2024-09-19,A,Chinese,
"Artechouse, 75 9 Avenue",,,,(+1) 916-213-6420,40.741869040229,-74.004713006739,,,M-0283,,,,,1.0,2024-10-09,N,Bottled Beverages,
"Dig On Bleecker, 232 Bleecker Street",ChIJ46DX8a1ZwokRex5GGYps7oE,Dig Inn on Bleecker,,(+1) 212-545-7867,40.730234056404,-74.002428252364,"[{'alias': 'newamerican', 'title': 'New American'}]",https://s3-media2.fl.yelpcdn.com/bphoto/6fj3FuBLwkozBRmUQ2Ntyg/o.jpg,M-0212,4.6,294.0,$$,"{'Monday': ['11:00 - 21:00'], 'Tuesday': ['11:00 - 21:00'], 'Wednesday': ['11:00 - 21:00'], 'Thursday': ['11:00 - 21:00'], 'Friday': ['11:00 - 21:00'], 'Saturday': ['11:00 - 21:00'], 'Sunday': ['11:00 - 21:00']}",1.0,2024-12-17,A,American,"['delivery', 'dine_in', 'reservable', 'wheelchair_accessible_entrance', 'serves_beer', 'serves_brunch', 'serves_dinner', 'serves_lunch', 'serves_vegetarian_food', 'serves_wine', 'takeout']"
"Paris Baguette, 700 6 Avenue",,,,(+1) 516-900-0404,40.742431607851,-73.993132520787,,,M-0287,,,,,0.0,2024-08-29,A,Bakery Products/Desserts,
"Bean & Bean Coffee, 71 Broadway",,,,(+1) 212-422-8083,40.707287185906,-74.012090177168,,,M-0053,,,,,0.0,2025-02-05,,Coffee/Tea,
"Manero'S Pizza, 113 Mulberry Street",,,,(+1) 650-799-5693,40.717624610705,-73.99826844016,,,M-0124,,,,,0.0,2024-12-19,B,Pizza,
"Banter, 643 Hudson Street",,,,(+1) 347-515-1449,40.739077583399,-74.0054525679,,,M-0254,,,,,0.0,2024-03-29,A,Coffee/Tea,
"Marinara, 379 Park Avenue South",,,,(+1) 646-649-5282,40.742485684444,-73.984669955025,"[{'alias': 'pizza', 'title': 'Pizza'}]",https://s3-media3.fl.yelpcdn.com/bphoto/kJcoqDVd5ErEt6dNswJBKA/o.jpg,M-0290,3.9,102.0,,"{'Monday': ['11:00–21:00'], 'Tuesday': ['11:00–21:00'], 'Wednesday': ['11:00–21:00'], 'Thursday': ['11:00–21:00'], 'Friday': ['11:00–21:00'], 'Saturday': ['11:00–21:00'], 'Sunday': ['11:00–21:00']}",0.0,2024-12-30,A,Pizza,
"Savory, 15 West 39 Street",,,,(+1) 212-757-6100,40.75191646069,-73.983072474366,"[{'alias': 'fooddeliveryservices', 'title': 'Food Delivery Services'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",,M-0354,0.0,0.0,,,0.0,2024-06-11,A,American,
"No Chewing Allowed, 42 West 42 Street",,,,(+1) 917-770-6455,40.754068239421,-73.982321170752,,,M-0374,,,,,0.0,2023-11-28,,Coffee/Tea,
"Galicia Tapas, 575 West 207 Street",,,,(+1) 646-678-5132,40.866568395946,-73.920480083171,"[{'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'seafood', 'title': 'Seafood'}]",https://s3-media1.fl.yelpcdn.com/bphoto/TfgMbf0DLDylG4Ymktkn8w/o.jpg,M-1096,4.6,78.0,$$,"{'Monday': ['12:30–00:00'], 'Tuesday': ['12:30–00:00'], 'Wednesday': ['12:30–00:00'], 'Thursday': ['12:30–00:00'], 'Friday': ['12:30–00:00'], 'Saturday': ['12:30–00:00'], 'Sunday': ['12:30–00:00']}",0.0,2024-05-28,A,Spanish,
"Juice Healthy Food And Drinks/ Al Horno, 156 East 33 Street",,,,(+1) 212-882-1611,40.7454876763,-73.979663674365,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'salad', 'title': 'Salad'}]",https://s3-media1.fl.yelpcdn.com/bphoto/2mnBv5rz9HRBdq8H6ylu3w/o.jpg,M-0307,3.8,108.0,$$,"{'Monday': ['08:00–22:00'], 'Tuesday': ['08:00–22:00'], 'Wednesday': ['08:00–22:00'], 'Thursday': ['08:00–22:00'], 'Friday': ['08:00–20:30'], 'Saturday': ['09:00–16:00'], 'Sunday': []}",0.0,2024-08-20,A,"Juice, Smoothies, Fruit Salads",
"Taco Bell, 230 Varick Street",,,,(+1) 646-823-9315,40.729199187034,-74.005213625507,"[{'alias': 'mexican', 'title': 'Mexican'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]",https://s3-media4.fl.yelpcdn.com/bphoto/7J6gN4QQZl04vVpaEnrfFQ/o.jpg,M-0196,2.7,19.0,,"{'Monday': ['08:00–02:00'], 'Tuesday': ['08:00–02:00'], 'Wednesday': ['08:00–02:00'], 'Thursday': ['08:00–05:00'], 'Friday': ['08:00–00:00'], 'Saturday': ['00:00–00:00'], 'Sunday': ['05:30–02:00']}",0.0,2024-09-26,A,Tex-Mex,
"Dunkin', 172 Water Street",,,,(+1) 212-785-4030,40.7066454243,-74.005305632068,,,M-0055,,,,,0.0,2024-04-18,A,Donuts,
"Tracks, 220 West 31 Street",ChIJz_Ozz4VZwokRb4cMaftwZyE,Tracks,"220 W 31st St, New York, NY 10001, USA",(+1) 212-244-6736,40.749436222382,-73.992843064264,"[{'alias': 'pubs', 'title': 'Pubs'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}, {'alias': 'tradamerican', 'title': 'American'}]",https://s3-media2.fl.yelpcdn.com/bphoto/5UEXrzj9PgYEw-P_fmBfMA/o.jpg,M-0334,4.4,519.0,$$,"{'Monday': ['11:00–23:00'], 'Tuesday': ['11:00–23:00'], 'Wednesday': ['11:00–23:00'], 'Thursday': ['11:00–23:00'], 'Friday': ['11:00–23:00'], 'Saturday': ['11:00–23:00'], 'Sunday': ['12:00–23:00']}",0.0,2024-07-30,A,Seafood,
"D K, 207 West 36 Street",ChIJ7cFMaqxZwokRiwwuIFN8pbA,DK Restaurant NYC,"207 W 36th St., New York, NY 10018, USA",(+1) 212-695-5220,40.752510161867,-73.990233199575,"[{'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",https://s3-media2.fl.yelpcdn.com/bphoto/C2PU8R4HmvJGxwC-tAewow/o.jpg,M-0352,4.3,580.0,$$$,"{'Monday': ['11:45–22:00'], 'Tuesday': ['11:45–22:00'], 'Wednesday': ['11:45–22:00'], 'Thursday': ['11:45–22:00'], 'Friday': ['11:45–22:00'], 'Saturday': ['17:00–22:00'], 'Sunday': []}",1.0,2024-12-03,,American,
"Memorial Sloan Kettering - Plaza Cafe, 530 East 74 Street",,,,(+1) 203-247-7418,40.76780255034,-73.951956191292,,,M-0505,,,,,0.0,2025-05-06,A,Coffee/Tea,
"Vito'S Slices And Ices, 464 9 Avenue",,,,(+1) 212-273-1186,40.754527886185,-73.995455737024,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'shavedice', 'title': 'Shaved Ice'}, {'alias': 'italian', 'title': 'Italian'}]",https://s3-media3.fl.yelpcdn.com/bphoto/UrCZ2KKhLZ5AZdt_C8D2Nw/o.jpg,M-0369,4.6,492.0,$,"{'Monday': ['11:00–23:00'], 'Tuesday': ['11:00–23:00'], 'Wednesday': ['11:00–23:00'], 'Thursday': ['11:00–23:00'], 'Friday': ['11:00–00:00'], 'Saturday': ['11:00–00:00'], 'Sunday': ['11:00–23:00']}",0.0,2024-12-05,A,Pizza,
"Sephora Cafe 6, 530 East 74 Street",,,,(+1) 914-943-8209,40.76780255034,-73.951956191292,,,M-0505,,,,,0.0,2025-05-14,A,American,
"Sweetgreen, 30 Rockefeller Plaza",,,,(+1) 201-632-1090,40.758747437799,-73.978692223615,,,M-0414,,,,,0.0,2023-11-22,A,Salads,
"Sweetgreen, 7 Pennslyvania Plaza",,,,(+1) 646-992-4200,40.74898,-73.99247,"[{'alias': 'salad', 'title': 'Salad'}]",https://s3-media3.fl.yelpcdn.com/bphoto/CDhKJcUfAZ5v4JBWI-8fbw/o.jpg,M-0334,2.9,53.0,,"{'Monday': ['09:30–21:00'], 'Tuesday': ['10:30–21:00'], 'Wednesday': ['09:30–21:00'], 'Thursday': ['09:30–21:00'], 'Friday': ['09:30–21:00'], 'Saturday': ['09:30–17:00'], 'Sunday': ['09:30–17:00']}",0.0,2025-04-07,A,Salads,
"Sweetgreen, 347 Bowery",,,,(+1) 347-261-2717,40.72652835049,-73.991734300698,,,M-0186,,,,,0.0,2025-05-13,A,Salads,
"L&Y Hawa Juice Store, 1151 2 Avenue",,,,(+1) 347-952-8664,40.761543317161,-73.963663710115,,,M-0440,,,,,0.0,2024-10-23,A,"Juice, Smoothies, Fruit Salads",
"Canary Club, 303 Broome Street",,,,(+1) 646-355-8591,40.718722268935,-73.992247534121,,,M-0126,,,,,0.0,2024-04-02,A,Creole/Cajun,
"Crepe Cafe, 41 W 40Th St",,,,(+1) 718-683-7318,40.753069376416,-73.983880673157,,,M-0373,,,,,0.0,2023-11-13,A,American,
