CAMIS,DBA,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,inspection_times,violation_times,normalized_name,in_yelp_by_name,yelp_lat,yelp_lon,normalized_phone,in_yelp_by_phone,in_yelp_by_name_or_phone,distance_by_name_or_phone,yelp_combined_match_confidence
50104728,EL GALLO TAQUERIA,369,BROOME STREET,10013.0,9173354643,Mexican,2024-07-24,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,07/24/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.720119545128,-73.995919858803,102.0,1.0,4100.0,1084908.0,1004700009.0,MN24,4,3,elgallotaqueria,True,40.70044439999999,-73.9881107,9173354643,False,True,2284.6473106309145,low
50104804,CHIPOTLE MEXICAN GRILL,3781,BROADWAY,10032.0,6143187413,Tex-Mex,2024-07-16,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,7.0,A,07/16/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.834150885629,-73.944821513479,112.0,7.0,24100.0,1076745.0,1021340180.0,MN36,3,1,chipotlemexicangrill,True,40.70429678237923,-74.01295797314185,6143187413,False,True,15537.453168286627,low
50105023,GELATERIA GENTILE,43,8 AVENUE,10014.0,9172617418,Frozen Desserts,2025-05-13,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,17.0,,,05/26/2025,Cycle Inspection / Initial Inspection,40.738355773367,-74.003915269247,102.0,3.0,7700.0,1011660.0,1006260044.0,MN23,3,2,gelateriagentile,True,40.7161757,-73.9637628,9172617418,False,True,4186.971605738725,low
50105032,BLACK STAR BAKERY & CAFE,241,EAST   24 STREET,10010.0,3479470005,Coffee/Tea,2024-08-30,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,12.0,A,08/30/2024,05/26/2025,Cycle Inspection / Re-inspection,40.738785189454,-73.980968420497,106.0,2.0,6600.0,1019790.0,1009050024.0,MN20,5,5,blackstarbakerycafe,True,40.717294,-73.95654,3479470005,False,True,3154.0450941060117,low
50105152,VIVI BUBBLE TEA,1324,2 AVENUE,10021.0,6468580710,Chinese,2024-05-14,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,05/14/2024,05/26/2025,Cycle Inspection / Re-inspection,40.767327846361,-73.959425872055,108.0,5.0,12600.0,1044832.0,1014440050.0,MN31,4,4,vivibubbletea,True,40.7325592,-73.9862213,6468580710,False,True,4476.7802619071035,low
50105159,MATCHAFUL,450,WEST   33 STREET,10001.0,6465401109,Coffee/Tea,2025-01-21,Violations were cited in the following area(s).,20-06,Current letter grade or Grade Pending card not posted,Not Critical,,,,05/26/2025,Administrative Miscellaneous / Initial Inspection,40.753556325005,-73.998812517372,104.0,3.0,10300.0,1089695.0,1007297503.0,MN13,3,1,matchaful,True,40.719455,-73.958315,6465401109,False,True,5101.065361364534,low
50105216,CHICK-FIL-A,1180,AVENUE OF THE AMERICAS,10036.0,2129441903,Chicken,2025-02-12,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,7.0,A,02/12/2025,05/26/2025,Cycle Inspection / Re-inspection,40.757471718817,-73.982175880644,105.0,4.0,9600.0,1034313.0,1012627501.0,MN17,4,2,chickfila,True,40.6956747,-73.9890647,2129441903,False,True,6895.9915005573885,low
50105273,CHOP & GO,643,LEXINGTON AVENUE,10022.0,2123002870,Salads,2025-01-30,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,01/30/2025,05/26/2025,Cycle Inspection / Re-inspection,40.759228663216,-73.970350102284,106.0,4.0,10000.0,1036487.0,1013090050.0,MN19,4,2,chopgo,True,40.708501,-74.006489,2123002870,False,True,6410.067202775713,low
50105315,CAFE GRUMPY,435,WEST   31 STREET,10001.0,9179033437,Coffee/Tea,2023-12-12,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7.0,A,12/12/2023,05/26/2025,Cycle Inspection / Initial Inspection,40.751909467483,-73.998686222038,104.0,3.0,10300.0,1089664.0,1007297502.0,MN13,5,4,cafegrumpy,True,40.71512,-73.99015,9179033437,False,True,4153.5501288620135,low
50105437,SWEETGREEN,1740,BROADWAY,10019.0,9176871157,Salads,2025-05-08,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,22.0,,,05/26/2025,Cycle Inspection / Initial Inspection,40.765091155007,-73.982094413718,105.0,4.0,13700.0,1024877.0,1010270020.0,MN17,3,3,sweetgreen,True,40.702812,-73.9898298687172,9176871157,False,True,6955.729822641525,low
50105457,STARBUCKS,284,SAINT NICHOLAS AVENUE,10027.0,2126519656,Coffee/Tea,2025-03-11,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8.0,A,03/11/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.810288956433,-73.952918830361,110.0,9.0,25700.0,1059298.0,1019510022.0,MN11,3,3,starbucks,True,40.72023566,-74.00095858,2126519656,False,True,10799.915431827316,low
50105465,LE PAIN QUOTIDIEN,70,WEST   40 STREET,10018.0,2125055861,Sandwiches/Salads/Mixed Buffet,2024-10-08,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9.0,A,10/08/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.753258833752,-73.984378717928,105.0,4.0,8400.0,1016059.0,1008410085.0,MN17,3,3,lepainquotidien,True,40.7038599,-74.0107814,2125055861,False,True,5926.368780494864,low
50105474,BARNJOO,816,6 AVENUE,10001.0,9178870079,Korean,2024-11-14,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,20.0,B,11/14/2024,05/26/2025,Cycle Inspection / Re-inspection,40.746164288994,-73.99040736393,105.0,3.0,7600.0,1015709.0,1008300001.0,MN17,2,2,barnjoo,True,40.73687872208401,-73.99076297177562,9178870079,False,True,1032.9424900157037,low
50105586,LENA'S ITALIAN KITCHEN,1167,2 AVENUE,10065.0,5162860433,Italian,2025-04-01,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11.0,A,04/01/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.76213879279,-73.963233813411,108.0,4.0,11000.0,1043796.0,1014160024.0,MN31,3,3,lenasitaliankitchen,True,40.742664,-73.977783,5162860433,False,True,2488.238995035987,low
50105603,LE PAIN QUOTIDIEN,81,WEST BROADWAY,10007.0,6468639168,French,2024-01-02,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,5.0,A,01/02/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.715082569302,-74.009566501861,101.0,1.0,2100.0,1001480.0,1001367503.0,MN24,6,4,lepainquotidien,True,40.7038599,-74.0107814,6468639168,False,True,1252.0983693876371,low
50105635,THE NOODLE,370,MALCOLM X BOULEVARD,10027.0,6468500208,Chinese,2024-12-30,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,13.0,A,12/30/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.810037834945,-73.943812034529,110.0,9.0,20800.0,1053712.0,1017260069.0,MN03,5,4,thenoodle,False,40.75920070305303,-73.99130227384093,6468500208,True,True,6923.977094292434,low
50105679,MILU,333,PARK AVENUE SOUTH,10010.0,6173145173,Chinese,2025-04-15,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,13.0,A,04/15/2025,05/26/2025,Cycle Inspection / Re-inspection,40.741176556414,-73.985626561977,105.0,2.0,6800.0,1018089.0,1008800092.0,MN21,4,4,milu,True,40.71156,-74.01533,6173145173,False,True,4136.470800774605,low
50105774,PASTRAMI QUEEN,138,WEST   72 STREET,10023.0,9176871157,Jewish/Kosher,2024-06-27,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,7.0,A,06/27/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.777993943276,-73.980216977784,107.0,6.0,15700.0,1029897.0,1011430048.0,MN14,4,3,pastramiqueen,True,40.751199105474,-73.99538795525646,9176871157,False,True,3241.850683231011,low
50105781,LE BOTANISTE,156,COLUMBUS AVENUE,10023.0,6468707770,Vegan,2024-06-05,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,10.0,A,06/05/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.77408558217,-73.98122546914,107.0,6.0,15300.0,1028844.0,1011380035.0,MN14,3,3,lebotaniste,True,40.7204278,-74.0002028,6468707770,True,True,6176.935832198684,low
50105997,LE PAIN QUOTIDIEN,250,WEST   55 STREET,10019.0,2122498600,French,2024-11-12,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13.0,A,11/12/2024,05/26/2025,Cycle Inspection / Re-inspection,40.765008934526,-73.982895854311,105.0,6.0,13700.0,1089439.0,1010260055.0,MN17,4,4,lepainquotidien,True,40.7038599,-74.0107814,2122498600,False,True,7193.962525330895,low
50106006,787 COFFEE,100,LEXINGTON AVE,10016.0,9174004212,Coffee/Tea,2025-02-20,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,17.0,B,02/20/2025,05/26/2025,Cycle Inspection / Re-inspection,40.742205496564,-73.983089386167,105.0,2.0,6800.0,1018167.0,1008830020.0,MN21,6,6,787coffee,True,40.703485,-74.01083,9174004212,False,True,4899.245260841857,low
50106008,787 COFFEE,228,EAST   80 STREET,10075.0,9082308846,Coffee/Tea,2024-08-15,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12.0,A,08/15/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.774622152293,-73.956016693691,108.0,5.0,13800.0,1048521.0,1015250035.0,MN32,7,7,787coffee,True,40.703485,-74.01083,9082308846,False,True,9159.490796103466,low
50106054,ANITA GELATO,1561,2 AVENUE,10028.0,3478447041,Frozen Desserts,2024-03-14,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,03/14/2024,05/26/2025,Cycle Inspection / Re-inspection,40.774747632908,-73.954030822739,108.0,5.0,13800.0,1048566.0,1015270021.0,MN32,4,3,anitagelato,True,40.75822198249963,-73.9858005,3478447041,False,True,3245.7854664430165,low
50106128,AFTERNOON,33,WEST   32 STREET,10001.0,3475426323,Korean,2024-06-03,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,4.0,A,06/03/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.747593920246,-73.986531042479,105.0,4.0,7600.0,1015846.0,1008340022.0,MN17,6,5,afternoon,True,40.80264641373916,-73.96814304511415,3475426323,False,True,6314.3428515057685,low
50106252,ZAAB ZAAB,88,ESSEX STREET,10002.0,9172612555,Thai,2025-05-07,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,21.0,,,05/26/2025,Cycle Inspection / Initial Inspection,40.718140053728,-73.988402066414,103.0,1.0,1800.0,1090554.0,1003527501.0,MN27,3,3,zaabzaab,True,40.71387597679311,-73.960393,9172612555,False,True,2407.7626240908644,low
50106402,99C PIZZA,246,EAST   14 STREET,10003.0,6466109092,Pizza,2024-03-21,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,10.0,A,03/21/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.732827044834,-73.986115482704,103.0,2.0,4000.0,1006906.0,1004690030.0,MN22,5,4,99cpizza,True,40.71805784001534,-73.98573504073265,6466109092,False,True,1642.5735379066002,low
50106529,NORMA,801,9 AVENUE,10019.0,9176485001,Italian,2025-02-12,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,13.0,A,02/12/2025,05/26/2025,Cycle Inspection / Re-inspection,40.765509072025,-73.987480450776,104.0,3.0,13300.0,1026764.0,1010630029.0,MN15,3,3,norma,True,40.743553,-73.980026,9176485001,False,True,2520.8553693722038,low
50106749,POMODORO,518,9 AVENUE,10018.0,2122397019,Italian,2024-03-04,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,27.0,B,03/04/2024,05/26/2025,Cycle Inspection / Re-inspection,40.756336623021,-73.994138138014,104.0,3.0,11500.0,1013657.0,1007620072.0,MN15,4,4,pomodoro,True,40.8310841023922,-73.9826329797506,2122397019,False,True,8367.780439280366,low
50106764,NAYA,370,7 AVENUE,10001.0,6466449901,Lebanese,2024-06-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6.0,A,06/03/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.74878293031,-73.992244022445,105.0,3.0,10100.0,1014343.0,1007800036.0,MN17,3,1,naya,True,40.7021564536913,-74.01253591140323,6466449901,False,True,5459.335781927838,low
50106822,21 GREENPOINT,30,ROCKEFELLER PLAZA,10112.0,6462462021,Tex-Mex,2023-12-18,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,19.0,B,12/18/2023,05/26/2025,Cycle Inspection / Re-inspection,40.758747437799,-73.978692223615,105.0,4.0,10400.0,1076262.0,1012657501.0,MN17,3,3,21greenpoint,True,40.72978,-73.95992,6462462021,False,True,3588.322945578466,low
50107045,MAMA TACO,5025,BROADWAY,10034.0,6466660107,Tex-Mex,2023-08-05,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,05/26/2025,Smoke-Free Air Act / Initial Inspection,40.86938998294,-73.916615146727,112.0,10.0,30300.0,1065009.0,1022430241.0,MN01,4,2,mamataco,True,40.70184,-73.93658,6466660107,False,True,18706.380028361003,low
50107058,KOTTI BERLINER DONER KEBAB,88,ESSEX STREET,10002.0,9172615255,German,2024-12-11,Violations were cited in the following area(s).,10E,"Accurate thermometer not provided or properly located in refrigerated, cold storage or hot holding equipment",Not Critical,4.0,A,12/11/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.718140053728,-73.988402066414,103.0,1.0,1800.0,1090554.0,1003527501.0,MN27,3,2,kottiberlinerdonerkebab,True,40.75170983747195,-74.00718742740558,9172615255,False,True,4054.495924501749,low
50107255,TACOMBI,202,EAST   70 STREET,10021.0,9292733346,Tex-Mex,2025-01-27,Violations were cited in the following area(s).,08C,"Pesticide not properly labeled or used by unlicensed individual. Pesticide, other toxic chemical improperly used/stored. Unprotected, unlocked bait station used.",Not Critical,21.0,B,01/27/2025,05/26/2025,Cycle Inspection / Re-inspection,40.768311118627,-73.961306170729,108.0,5.0,12600.0,1043904.0,1014240001.0,MN31,3,3,tacombi,True,40.70468776591344,-74.01166720403275,9292733346,False,True,8249.493045744111,low
50107339,HONEYBRAINS,611,5 AVENUE,10022.0,9173634154,American,2024-07-26,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,07/26/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.757995161366,-73.977577095311,105.0,4.0,10200.0,1081145.0,1012857501.0,MN17,3,2,honeybrains,True,40.727156,-73.993962,9173634154,False,True,3696.5609897409904,low
50107403,WINGSTOP,4051,BROADWAY,10032.0,9089107567,Chicken,2024-12-05,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12.0,A,12/05/2024,05/26/2025,Cycle Inspection / Re-inspection,40.842854367749,-73.939223046145,112.0,10.0,25300.0,1063475.0,1021420030.0,MN36,7,5,wingstop,True,40.6973685242112,-73.9355458,9089107567,False,True,16180.25127620833,low
50107494,RAVAGH PERSIAN GRILL,171,MADISON AVENUE,10016.0,5166976154,Iranian,2024-06-20,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,06/20/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.747253147283,-73.983315468644,105.0,4.0,7400.0,1017082.0,1008630027.0,MN17,5,5,ravaghpersiangrill,True,40.7618025365842,-73.9605525538847,5166976154,False,True,2508.7042061289053,low
50107520,WENDY'S,650,BROADWAY,10012.0,2124751183,Hamburgers,2025-04-17,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,27.0,,,05/26/2025,Cycle Inspection / Initial Inspection,40.726737168013,-73.995648858706,102.0,2.0,5502.0,1008420.0,1005290004.0,MN23,10,9,wendys,True,40.700985,-74.013027,2124751183,False,True,3216.36322784722,low
50107573,TACO BELL,1501,BROADWAY,10036.0,3175963260,Mexican,2025-05-13,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10.0,A,05/13/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.7570962405,-73.986193424352,105.0,3.0,11900.0,1024706.0,1010150029.0,MN17,3,2,tacobell,True,40.70097716303944,-73.94150287401175,3175963260,False,True,7288.402655737094,low
50107622,787 COFFEE,340,EAST   70 STREET,10021.0,9172658191,Coffee/Tea,2024-05-13,Violations were cited in the following area(s).,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,13.0,A,05/13/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.766709579792,-73.957502074498,108.0,5.0,12600.0,1044825.0,1014440030.0,MN31,6,6,787coffee,True,40.703485,-74.01083,9172658191,False,True,8343.46407776793,low
50107657,STARBUCKS,383,WEST   31 STREET,10001.0,3478229194,Coffee/Tea,2025-05-20,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,5.0,A,05/20/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.751173837979,-73.996924927429,104.0,3.0,10300.0,1084820.0,1007557501.0,MN13,3,0,starbucks,True,40.72023566,-74.00095858,3478229194,False,True,3456.9150781900757,low
50107733,PELICANA CHICKEN,641,10 AVENUE,10036.0,6468840166,Chicken,2025-01-21,Establishment re-opened by DOHMH.,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3.0,Z,01/21/2025,05/26/2025,Cycle Inspection / Reopening Inspection,40.76181240366,-73.99388857674,104.0,3.0,12900.0,1026941.0,1010740031.0,MN15,4,3,pelicanachicken,True,40.73102,-73.99373,6468840166,False,True,3423.9851262341404,low
50107838,CHINA KING,1759,LEXINGTON AVENUE,10029.0,9175182528,Chinese,2024-10-04,Violations were cited in the following area(s).,05D,"No hand washing facility in or adjacent to toilet room or within 25 feet of a food preparation, food service or ware washing area. Hand washing facility not accessible, obstructed or used for non-hand washing purposes. No hot and cold running water or water at inadequate pressure. No soap or acceptable hand-drying device.",Critical,10.0,A,10/04/2024,05/26/2025,Cycle Inspection / Re-inspection,40.794220339992,-73.944818621643,111.0,8.0,17200.0,1052148.0,1016370021.0,MN33,4,4,chinaking,True,40.738249,-73.98336516258168,9175182528,False,True,7019.4763826786175,low
50107869,MATCHAFUL,217,MULBERRY STREET,10012.0,5034752075,Coffee/Tea,2025-03-13,Violations were cited in the following area(s).,10G,"Dishwashing and ware washing: Cleaning and sanitizing of tableware, including dishes, utensils, and equipment deficient.",Not Critical,8.0,A,03/13/2025,05/26/2025,Cycle Inspection / Initial Inspection,40.72225223755,-73.996157833806,102.0,1.0,4300.0,1007533.0,1004950040.0,MN24,6,5,matchaful,True,40.719455,-73.958315,5034752075,False,True,3204.309930429607,low
50107871,CHAMPION PIZZA,2,WEST   14 STREET,10011.0,9294289926,Pizza,2023-12-21,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2.0,A,12/21/2023,05/26/2025,Cycle Inspection / Initial Inspection,40.736195559538,-73.994103832497,102.0,2.0,6300.0,1009717.0,1005770039.0,MN23,6,4,championpizza,True,40.714065,-73.987277,9294289926,False,True,2527.157281966749,low
50107949,KRISPY KREME,36,EAST   23 STREET,10010.0,3152037058,Coffee/Tea,2024-05-29,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7.0,A,05/29/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.740663508242,-73.987528441435,105.0,2.0,5600.0,1016291.0,1008510051.0,MN13,3,3,krispykreme,True,40.77935615010132,-73.95599700202617,3152037058,False,True,5056.060213433091,low
50108106,POPEYES LOUISIANA KITCHEN,934,8 AVENUE,10019.0,7184271387,Chicken,2024-11-06,Violations were cited in the following area(s).,10H,"Single service article not provided. Single service article reused or not protected from contamination when transported, stored, dispensed. Drinking straws not completely enclosed in wrapper or dispensed from a sanitary device.",Not Critical,13.0,A,11/06/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.765612893117,-73.983664634075,105.0,3.0,13700.0,1024891.0,1010270103.0,MN17,3,3,popeyeslouisianakitchen,True,40.7012738,-73.9431031,7184271387,False,True,7928.594851272268,low
50108114,CAFE AROMA,502,9 AVENUE,10018.0,9179223734,American,2024-04-10,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,6.0,A,04/10/2024,05/26/2025,Cycle Inspection / Re-inspection,40.755990795963,-73.994390833713,104.0,3.0,11500.0,1087722.0,1007627502.0,MN15,4,4,cafearoma,True,40.74910718299951,-74.003728,9179223734,False,True,1097.4823116822495,low
50108174,Jet's Pizza,1165,2 AVENUE,10065.0,3122590369,Pizza,2024-02-20,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,13.0,A,02/20/2024,05/26/2025,Cycle Inspection / Re-inspection,40.762075677231,-73.963277166387,108.0,4.0,11000.0,1043795.0,1014160023.0,MN31,3,2,jetspizza,True,40.74318,-74.00357,3122590369,False,True,3991.749747644278,low
50108605,MALA PROJECT,245,EAST   53 STREET,10022.0,7185599513,Chinese,2023-08-03,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,08/03/2023,05/26/2025,Pre-permit (Operational) / Re-inspection,40.757265625621,-73.968347667171,106.0,4.0,9800.0,1090702.0,1013277503.0,MN19,2,2,malaproject,True,40.723219,-73.950619,7185599513,False,True,4069.805895774596,low
50108655,STAFILI WINE CAFE,796,GREENWICH STREET,10014.0,3476409491,Greek,2024-05-30,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,9.0,A,05/30/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.737384009551,-74.00650249944,102.0,3.0,7900.0,1012064.0,1006400056.0,MN23,3,3,stafiliwinecafe,True,40.71928,-74.00647,3476409491,False,True,2013.0758767458055,low
50108689,Tartinery,10,COLUMBUS CIRCLE,10019.0,6466756190,American,2025-03-13,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,24.0,,,05/26/2025,Cycle Inspection / Initial Inspection,40.767808491195,-73.982266967297,104.0,3.0,14500.0,1026318.0,1010497501.0,MN14,3,3,tartinery,True,40.752652,-73.977349,6466756190,False,True,1735.4804734977058,low
50108809,ZUCKER'S BAGELS FULTON ST.,125,FULTON STREET,10038.0,2126611080,Bagels/Pretzels,2024-11-19,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12.0,A,11/19/2024,05/26/2025,Cycle Inspection / Initial Inspection,40.710029612315,-74.007358287593,101.0,1.0,1501.0,1079214.0,1000910011.0,MN25,6,6,zuckersbagelsfultonst,False,40.75058,-73.97685,2126611080,True,True,5190.332509623654,low
50108924,TWO WHEELS,1382,2 AVENUE,10021.0,6463602308,Southeast Asian,2024-04-16,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12.0,A,04/16/2024,05/26/2025,Cycle Inspection / Re-inspection,40.768595590684,-73.958493668141,108.0,5.0,12600.0,1044854.0,1014460001.0,MN31,4,4,twowheels,True,40.74741,-73.9232,6463602308,False,True,3792.932986169019,low
50108926,JUICE PRESS,1050,3 AVENUE,10065.0,6462854075,"Juice, Smoothies, Fruit Salads",2025-05-06,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,30.0,,,05/26/2025,Cycle Inspection / Initial Inspection,40.763522749786,-73.965153519778,108.0,4.0,11402.0,1042050.0,1013970033.0,MN40,5,4,juicepress,True,40.69458197203755,-73.99450867879418,6462854075,False,True,8055.065519433837,low
